/main$originNo,/main$no,/main$id,/main$changeYn,/main$name,/main$shoulder,/main$status,/main$editor,/main$create_time,/main$update_time,/hashtag,/entry_importance,/parts/part_id,/parts/means/tb_mean$excel_seq,/parts/means/origin_mean,/parts/means/mean_id,/parts/means/custom_field_1618478617845,/parts/means/custom_field_1618478675337,/parts/means/custom_field_1618478759648,/parts/means/custom_field_1618478959744,/parts/means/custom_field_1620198226283,/parts/means/custom_field_1620279904326,/parts/means/custom_field_1621872155340,/parts/means/custom_field_1621872185644,/parts/means/custom_field_1621872201495,/parts/means/custom_field_1621872208963,/parts/means/custom_field_1621872225913,/parts/means/custom_field_1624357879139,/parts/means/custom_field_1624357909352,/relateds/related_id,/relateds/related_type,/relateds/related_content,/relateds/related_entry_id,/custom_field_1628325084000,/custom_field_1619505925728,/learningMores/learning_info_title,/learningMores/learning_info_body_json,/learningMores/learning_info_id,/images/img_path,/images/img_title,/images/img_source
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b4b78fd0b4d4bd98740123e212d732f,,관점주의 인식론,029776740de2481882f23a7593225723,,,,,,,,
413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75485af822004095ae9385e85432d54d,,힘에의 의지,616f4172c51d4a1a990506b6a3894ce6,,,,,,,,
414,181,e3b2bfd696014712901538091f97ff4d,0,참고문헌,0,집필완료,팡민,2023-05-03 21:02:59,2023-09-03 00:53:58,그 외,★★★★★,,1,"백승영. (2022). 니체는 이렇게 말했다 : 『차라투스트라는 이렇게 말했다』에 대한 철학적·문학적 해석. 세창출판사.
최상욱. (2015). 차라투스트라는 이렇게 말했다 메타포로 읽기. 서광사.
이상범 L. S. (2020). 니체의 철학적 메타포 ’춤(Tanz)’에 대한 텍스트 내재적 분석. 철학연구, 151–177.
강용수. (2007). 니체의 『차라투스트라는 이렇게 말했다』의 밧줄에 대한 은유적 해석 - 춤의 공간적 구조에 대한 분석을 중심으로. 니체연구, 12, 171–199.
이진우, 『인생에 한번은 차라투스트라』, 휴머니스트출판그룹, 2020
백승영. (2005). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『도덕의 계보』. 서울대학교 철학사상연구소.
백승영. (2006). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『우상의 황혼』. 서울대학교 철학사상연구소.
박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020.
박찬국, 『들뢰즈의『니체와 철학』읽기 』, 세창미디어, 2020.
김상환, 『니체 프로이트 맑스 이후 - 현대 프랑스철학의 쟁점 』, 창비, 2013.
﻿진은영, 『니체, 영원회귀와 차이의 철학』, 그린비, 2007.",90ccd4985a3f4ca38dc9355297a907cd,,,,,,,,,,,,,,,,,,,,,,,,,
415,182,e6db9eab613646d5af3c7a1d035a916a,0,예언자적 정신,0,집필완료,팡민,2023-08-15 22:19:26,2023-09-03 00:55:47,비유,★★★★★,f053076c279347b3b50a69a4be0762ca,1,"영원회귀 사유가 가져올 수 있는 허무적 파국 너머의 희망을 예감할 수 있는 정신을 뜻한다. '무더운 저지대를 미워하고 지친 나머지 죽지도 살지도 못하는 모든 것'은 결국 영원회귀 사유가 초래할 수 있는 허무주의로의 절대적 퇴락을 의미한다. 

즉 영원회귀 사유를 긍정할 수 있는 정신인데, 차라투스트라 본인 또한 이러한 정신의 소유자가 되기 위해 그러한 허무적 파국에 대한 공포를 극복하는 자기극복이 필요했다. 여기서 '예언자' 모티프는 2부 19장 ﹤예언자﹥의 것을 다시 한번 반복하는 내용이기 때문이다. 차라투스트라는 2부의 ﹤예언자﹥에서 그러한 영원회귀 사유의 허무적 파국을 극복한 바 있다. 

﹤일곱 개의 봉인 혹은 '그렇다'와 '아멘'의 노래﹥1절 전체에 대한 개요는 부가정보 1을, 2부의 ﹤예언자﹥ 구절은 원전표현 2를 참고할 것",97793afea09142d1b7b536aee86d7c0c,"﹤ 내가 예언자로서 바다와 바다 사이에 치솟은 높은 절벽 위를 방랑하고,

무거운 비구름처럼 과거와 미래 사이를 방랑하며, 무더운 저지대(低地帶)를 미워하고 지친 나머지 죽지도 살지도 못하는 모든 것에 적의를 품는 저 예언자적 정신으로 가득하다면.

그리고 어두운 가슴속에서 번갯불과 구원의 광선을 준비하면서 그렇다!라고 말하고 그렇다!라고 웃으면서 예언자적 광선을 마련하는 번개를 잉태한다면. ﹥

- 3부 ﹤일곱 개의 봉인(封印) 혹은 '그렇다'와 '아멘'의 노래﹥ - ",,"백승영. (2022). 니체는 이렇게 말했다 : 『차라투스트라는 이렇게 말했다』에 대한 철학적·문학적 해석. 세창출판사.
최상욱. (2015). 차라투스트라는 이렇게 말했다 메타포로 읽기. 서광사.
이상범 L. S. (2020). 니체의 철학적 메타포 ’춤(Tanz)’에 대한 텍스트 내재적 분석. 철학연구, 151–177.
강용수. (2007). 니체의 『차라투스트라는 이렇게 말했다』의 밧줄에 대한 은유적 해석 - 춤의 공간적 구조에 대한 분석을 중심으로. 니체연구, 12, 171–199.
이진우, 『인생에 한번은 차라투스트라』, 휴머니스트출판그룹, 2020
백승영. (2005). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『도덕의 계보』. 서울대학교 철학사상연구소.
백승영. (2006). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『우상의 황혼』. 서울대학교 철학사상연구소.
박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020.
박찬국, 『들뢰즈의『니체와 철학』읽기 』, 세창미디어, 2020.
김상환, 『니체 프로이트 맑스 이후 - 현대 프랑스철학의 쟁점 』, 창비, 2013.
﻿진은영, 『니체, 영원회귀와 차이의 철학』, 그린비, 2007.",,,"1절은 크게

﹤ '내가 예언자로서 
[...] 
지친 나머지 죽지도 살지도 못하는 모든 것에 적의를 품는 예언자적 정신으로 가득하다면.
(그리고) 
[...] 
예언자적 광선을 마련하는 번개를 잉태한다면. 

복이 넘치도다! 이렇게 잉태한 자는! 
[...] 
아, 내가 어떻게 영원을 갈망치 않을 수 있단 말인가, 
[....] 
나는 지금껏 단 한 번도 내 아이를 낳게 하고 싶은 여자를 찾지 못했다. 내가 사랑하는 이 여자를 제외하고는. [...] 그대를 사랑하기 때문이다, 아, 영원이여!﹥
이렇게 파악해볼 수 있다. 

정리하면

﹤내(차라투스트라)가 예언자로서﹥ = 위버멘쉬와 디오니소스적 긍정이라는 미래를 예감하는 자로서

(1) ﹤지친 나머지 죽지도 살지도 못하는 모든 것에 적의를 품는 예언자적 정신을 가진다면﹥ = 영원회귀 사유가 가져올 수 있는 허무적 파국 너머의 희망을 예감할 수 있는 정신을 가졌다면

(2) ﹤(그리고) 예언자적 광선을 잉태한다면﹥ = 예언자적 광선이라는 번갯불 같은 영원회귀 사유를 잉태할 수 있다면, 즉 그 번갯불 같은 사유를 통해 인간들을 구원할 수 있다면

(3) ﹤복에 넘치도다! 이렇게 잉태한 자는﹥ = 그렇다면 나(차라투스트라)는 행복할 것이다.

(4) ﹤아, 내가 어떻게 영원을 갈망치 않을 수 있단 말인가﹥ = 그래서 영원회귀 사유를 사랑하지 않을 수 없다.

(5) ﹤나는 지금껏 단 한 번도 내 아이를 낳게 하고 싶은 여자를 찾지 못했다. 내가 사랑하는 이 여자를 제외하고는. [...] 그대를 사랑하기 때문이다, 아, 영원이여!﹥ 
= (니체에게 '여자'의 메타포는 어머니의 '모성' 개념으로 해석해야 하므로 여기서 '여자'는 어떤 '미래의 가능성'을 낳는 '사유'로 볼 수 있음) 
= 디오니소스적 긍정이라는 인류 최고의 축복이라는 가능성을 잉태하는, 최고의 미래를 예감하고 산출하는 사유만을 사랑할 수밖에 없다. 즉 영원회귀 사유만을 사랑할 수밖에 없다. 


-﹥ 그래서 1절은 
1. 영원회귀 사유에 대한 차라투스트라의 사랑을 표현한 노래다.

2. 그런데 (1)의 영원회귀 사유의 허무적 위험을 넘어서는 희망을 가진 '예언자적 정신'이 되기 위해서는 차라투스트라 본인이 예언자로서 자기극복이 필요했다. 그는 2부 19장 ﹤예언자﹥에서 영원회귀 사유가 초래할 수 있는 허무적 절망을 예견했고, 그것 때문에 영원회귀 사유를 멀리했었다. 하지만 ﹤예언자﹥ 후반부에서 차라투스트라는 그런 허무적 파국을 넘어설 희망을 찾는 자기극복에 성공했던 것이다. 따라서  1절은 이러한 '예언자' 모티프를 반복함으로써 차라투스트라의 자기극복 및 영원회귀에 대한 사랑을 담고 있다. ","﹤ 한 가지 가르침이 선포되었고 그것과 나란히 한 가지 신앙이 퍼졌다. 모든 것은 공허하다. 모든 것은 동일하다. 모든 것은 이미 있었던 것이다!

그러자 모든 언덕으로부터 메아리가 들려왔다. 모든 것은 공허하다. 모든 것은 동일하다. 모든 것은 이미 있었던 것이다!
[...]
차라투스트라는 한 예언자가 이렇게 말하는 것을 들었다. 예언자의 말은 차라투스트라의 심금을 울렸고 그를 변화시켰다. 그는 슬픔에 잠겨 돌아다니느라 지쳤고, 그러다 보니 예언자가 말한 사람들과 비슷해졌다.
[...]
자, 벗들이여, 내가 꾼 꿈에 대해 들어 보라. 그리고 그 의미를 풀도록 도와다오!
[...]
모든 삶을 단념했다, 그렇게 나는 꿈을 꾸었다. 나는 밤과 무덤의 파수꾼이 되었다. 저 쓸쓸한 죽음의 산성에서.

그 산성 위에서 나는 죽음의 관을 지키고 있었고, 둥근 천장 아래의 음침한 방은 죽음이 차지한 승리의 징표로 가득했다. 유리로 만든 관들로부터는 극복된 삶이 나를 내다보고 있었다.

나는 먼지 자욱하게 덮인 여러 가지 영원의 냄새를 맡았다. 나의 영혼은 먼지투성이로 답답하게 누워 있었다. 도대체 누가 이러한 곳에서 자신의 영혼에 바람이 통하게 할 수 있었겠는가!
[...]
나는 열쇠를 밀어 넣고 문을 열려고 애썼다. 그러나 문은 손가락이 들어갈 만큼도 열리지 않았다.

그때 사나운 바람이 불어와서 문을 열어젖혔다.
[...]
그리고 아이들, 천사들, 올빼미들, 바보들, 아이들만큼이나 커다란 나방들의 천 개의 찡그린 얼굴들이 나를 향해 커다란 소리로 비웃고 조롱하며 거칠게 날뛰었다.

나는 깜짝 놀랐고, 몸서리치며 쓰러졌다. 그리고 공포 때문에 그 어느 때보다도 큰 소리로 울부짖었다.
[...]
이렇게 자신의 꿈 이야기를 한 후 차라투스트라는 침묵을 지켰다. 아직도 자신의 꿈을 해석하지 못했기 때문이다. 그러나 그가 가장 사랑하는 제자가 재빨리 자리에서 일어나 차라투스트라의 손을 잡으면서 말했다.
[...]
당신 자신이 윙윙거리는 날카로운 소리와 함께 죽음의 성에서 문을 열어젖히는 바람 아닙니까?

당신 자신이 삶의 온갖 악의와 천사들의 찡그린 얼굴로 가득 찬 관이 아닙니까?

참으로 차라투스트라는 아이의 천 겹 웃음처럼 모든 죽은 자들의 방으로 들어갑니다. 저 밤과 무덤지기와 불길한 열쇠 다발을 차고 절렁거리는 자들을 비웃으면서 말입니다.

당신은 자신의 커다란 웃음소리로 그들을 놀라게 하고 자빠뜨립니다. 그들의 기절과 깨어남은 그들에 대한 당신의 힘을 입증할 것입니다.
[...]
당신은 우리에게 새로운 별들과 새로운 밤의 장관을 보여 주었습니다. 참으로 당신은 웃음 자체를 마치 다채로운 빛깔의 천막처럼 우리의 머리 위로 펼쳤습니다.

이제 관들로부터 아이의 웃음이 영원토록 솟아오를 것입니다. 이제 거센 바람이 승리의 노래를 부르며 영원토록 모든 죽음의 권태를 엄습할 것입니다. 우리에게는 당신 자신이 이것에 대한 보증인이며 예언자입니다!

참으로 당신은 그자들을, 당신의 적들을 꿈에서 본 것입니다. 그것은 당신의 가장 괴로운 꿈이었습니다.

그러나 당신이 잠에서 깨어 그들로부터 떠나 당신 자신에게 돌아온 것처럼, 그들 자신도 스스로 잠에서 깨어 그들로부터 떠나 당신에게 돌아올 것입니다!”

제자는 이렇게 말했다. ﹥

- 2부 ﹤예언자﹥ -",,,,,,,5dcaeb39b9214c3b888c498c0246cbe1,,영원회귀,ab1dcb03fe5c43d691d95b2c3aa787e2,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c0fe20f138641149691b212a6eb5150,,위버멘쉬(초인),f0d1244d59b045739b4b9983ca200268,,,,,,,,
417,183,ec3b63addad3445480ba8d88f9535e5d,0,새,0,집필완료,팡민,2023-08-01 14:17:35,2023-08-01 14:17:35,,일반,f053076c279347b3b50a69a4be0762ca,1,"현기증을 극복하고 하늘을 나는 존재. 기존의 가치에서 벗어나 다시 자유롭게 자기 자신과 관계하게 된 정신, 즉 자유정신이자 위버멘쉬적 인간의 상징이다. 이러한 자유정신이 되기 위해서는 용기를 통해 기존의 가치라는 중력의 악령을 극복해야 한다.",d35ed9a0d9254cb59587c94239b6e3fc,"﹤ 일찍이 내가 내 머리 위로 고요한 하늘을 펼치고 나 자신의 날개로 나 자신의 하늘을 날았더라면.

내가 유희하면서 깊디깊은 빛의 아득함 속으로 헤엄쳐 가고 나의 자유에 새의 자유가 찾아왔더라면.

새의 지혜는 이렇게 말하지 않는가. “보라, 위도 아래도 없다! 그대를 주위로 던지라, 저 멀리로, 뒤로, 그대 가벼운 자여! 노래하라! 더 이상 말하지 말라!

모든 말은 무거운 자들을 위해 만들어진 것이 아닌가? 가벼운 자들에게 모든 말은 거짓말이 아닌가! 노래하라! 더 이상 말하지 말라!”

그러니, 아, 내가 어떻게 영원을 갈망치 않을 수 있단 말인가, 반지 중의 반지인 결혼반지, 회귀의 둥근 고리를 갈망치 않을 수 있단 말인가! ﹥

-3부  일곱 개의 봉인(封印) 혹은 ‘그렇다’와 ‘아멘’의 노래 -",,"강용수. (2007). 니체의 『차라투스트라는 이렇게 말했다』의 밧줄에 대한 은유적 해석 - 춤의 공간적 구조에 대한 분석을 중심으로. 니체연구, 12, 171–199.

백승영. (2022). 니체는 이렇게 말했다 : 『차라투스트라는 이렇게 말했다』에 대한 철학적·문학적 해석. 세창출판사.

백승영. (2005). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『도덕의 계보』. 서울대학교 철학사상연구소.

백승영. (2006). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『우상의 황혼』. 서울대학교 철학사상연구소.

박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020.

이상범 L. S. (2020). 니체의 철학적 메타포 ’춤(Tanz)’에 대한 텍스트 내재적 분석. 철학연구, 151–177.",,,"﹤중력의 영과 현기증, 용기, 새, 위버멘쉬﹥

중력의 영은 위버멘쉬로 나아가려는 자에게 추락에 대한 공포, 즉 '심연' 앞에서의 '현기증'을 심는다. 그래서 위버멘쉬가 되려면 '현기증'을 극복하기 위해 '용기'가 필요하다. 이렇게 용기를 내어 중력의 악령을 극복한 자가 곧 기존의 가치에서 해방된 '자유정신'이며, 이러한 자유정신은 중력을 극복해 자유롭게 하늘을 나는 '새'로 표현된다. '새'는 결국 중력의 영에 맞서 현기증을 극복하고 하늘을 나는 자유정신, 즉 위버멘쉬의 상징이다.


﹤중력의 영과 가벼움, 웃음과 춤﹥

중력의 영을 극복하는 방법은 '가벼움'이다. 영혼의 가벼움이 웃음이며, 신체의 가벼움이 춤이다. 이러한 가벼움은 자유정신을 상징하는 표현이다. 자유정신은 삶을 억압하는 기존의 형이상학적-종교적-도덕적 가치에서 벗어나 자유롭게 자기 자신과 관계하는 정신이다.",,,,,,,,1a152e96c171413eab66750d219aad9f,,자유정신,872b883322bb4a9db79d9f8bfa8ce1bc,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f77bb4dea4413c9835046a4b064284,,중력의 영,c3a14fd7fb604fe6a94fd6360cb195d4,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e84f6b8e0c6e429ca9dd82a8280150ae,,현기증,1b8513c2811d4e499fece26d917b4da4,,,,,,,,
420,184,ee1b05e26b664903b712fa4c95b74360,0,'아직도 살아 있음',0,집필완료,팡민,2023-09-10 23:04:44,2023-09-10 23:05:48,비유,★★★,f053076c279347b3b50a69a4be0762ca,1,"판관들의 '아직도 살아있음'을 정당화하라는 말은, 형벌이 사람들을 위버멘쉬로 살아가게 만드는 수단적 절차여야 함을 의미한다. 니체는 그 외의 다른 목적은 정당화되지 않는다고 보았다. 판관에게도, 형벌을 받는 자에게도, 그리고 형벌 받는 범죄인을 바라보는 모든 사람들에게도 이는 해당되는 것이다.",fbdc82bdb1364591869f3d37544bf38f,"﹤재판관들이여, 그대들은 앙갚음이 아니라 동정심에서 범죄자를 처형해야 한다. 그리고 그대들은 사형을 집행하면서 그대들 자신의 삶을 정당화하도록 애쓰라!

그대들이 죽이는 자와 화해하는 것만으로는 충분치 않다. 그대들의 슬픔이 초인에 대한 사랑이 되게 하라! 그리하여 그대들이 ‘아직도 살아 있음’을 정당화하라!

적이라고 부르되 악인이라고는 부르지 말라. 병자라고 부르되 죄인이라고는 부르지 말라.﹥

- 1부 창백한 범죄자에 대하여 -",,"백승영. (2022). 니체는 이렇게 말했다 : 『차라투스트라는 이렇게 말했다』에 대한 철학적·문학적 해석. 세창출판사.
최상욱. (2015). 차라투스트라는 이렇게 말했다 메타포로 읽기. 서광사.
이상범 L. S. (2020). 니체의 철학적 메타포 ’춤(Tanz)’에 대한 텍스트 내재적 분석. 철학연구, 151–177.
강용수. (2007). 니체의 『차라투스트라는 이렇게 말했다』의 밧줄에 대한 은유적 해석 - 춤의 공간적 구조에 대한 분석을 중심으로. 니체연구, 12, 171–199.
이진우, 『인생에 한번은 차라투스트라』, 휴머니스트출판그룹, 2020
백승영. (2005). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『도덕의 계보』. 서울대학교 철학사상연구소.
백승영. (2006). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『우상의 황혼』. 서울대학교 철학사상연구소.
박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020.
박찬국, 『들뢰즈의『니체와 철학』읽기 』, 세창미디어, 2020.
김상환, 『니체 프로이트 맑스 이후 - 현대 프랑스철학의 쟁점 』, 창비, 2013.
진은영, 『니체, 영원회귀와 차이의 철학』, 그린비, 2007.
Friedrich Nietzsche. (2023). 니체, 사랑에 대하여 (울리히 베어 엮음, 최성희 번역). 세창출판사. (원서출판 2020).
",,,"니체는 복수 자체를 병리성의 소산으로 봤다. 복수는 피해를 입어 고통받는 사람의, 피해를 입었다는 의식에서 나오는 반작용이다. 상대를 고통스럽게 하면서 이를 정당한 배상행위로 간주하고 심적 보상을 받는 것, 니체는 이런 복수를 인간의 존엄한 권리를 고려해서 나온 것이 아니라 오히려 인간에 대한 상해의지와 상해쾌락에서 나오는 병리성이라고 보았다.

가치의 등가원칙에 따라 채권자는 채무자에게 고통을 줄 권리를 갖게 된다. 그가 무엇으로 배상을 받든, 그는 채무자를 괴롭히는 중이고, 괴롭히면서 그는 만족한다. 심지어는 채무자를 자신의 손아귀에 놓고 마음대로 할 수 있다는 권력감마저 온전히 그의 것이다. 이런 잔인한 심리도 니체는 병리성의 한 경우로 본다. 니체는 잔인한 상해의지와 상해쾌락으로서의 복수와 보복은 ""반동적 감정"", 병리상태, 단지 악에 악으로 대응하는 무의미한 행위일 뿐이라고 보았다. 그래서 니체는 복수기제의 파기야말로 인간의 건강성 확보에서 결정적 역할을 한다고 보았다.",,,,,,,,324f5e3335c64b0899cfaea2156e341e,,위버멘쉬(초인),f0d1244d59b045739b4b9983ca200268,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5ce8be526e844f087aeb743ad6d6cff,,오랜 폭풍우 뒤의 무지개,fba0f27dcb1642b5b8274e137bf67617,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c65a43fe34f42a59ead950f609a3337,,동정심에서의 처형,f392f265f641486e8ae69075603d1b41,,,,,,,,
423,185,ef8b3ef370ff4927ab7c9cfcb843b3f0,0,가장 무거운 짐,0,집필완료,팡민,2023-09-11 15:56:04,2023-09-16 22:14:52,비유,★★★,f053076c279347b3b50a69a4be0762ca,1,"낙타는 무언가를 섬기고 복종하는 정신의 상태를 의미한다. 이러한 노예 상태는 물론 낙타의 힘에의 의지가 정신을 그렇게 하도록 만든 것이다. 낙타 정신은 자기고행을 하는 정신이며, 짐을 지는 고통을 스스로 불러들이면서 그는 기꺼워한다.

이런 낙타의 정신이 지는 가장 무거운 짐은 자신의 삶을 억압하고 무겁게 짓누르는 가치들이다.",064500dac0d74c33afd18354ba248e1b,"﹤무엇이 무겁단 말인가? 인내심 많은 정신은 이렇게 물으며 낙타처럼 무릎을 꿇고는 짐을 가득 싣고자 한다.

그대 영웅들이여, 가장 무거운 짐은 무엇인가? 내가 짊어지고 나의 억센 힘에 기쁨을 느낄 가장 무거운 짐은? 인내심 많은 정신은 이렇게 묻는다.﹥

- 1부 세 가지 변화에 대하여 -",,"백승영. (2022). 니체는 이렇게 말했다 : 『차라투스트라는 이렇게 말했다』에 대한 철학적·문학적 해석. 세창출판사.
최상욱. (2015). 차라투스트라는 이렇게 말했다 메타포로 읽기. 서광사.
이상범 L. S. (2020). 니체의 철학적 메타포 ’춤(Tanz)’에 대한 텍스트 내재적 분석. 철학연구, 151–177.
강용수. (2007). 니체의 『차라투스트라는 이렇게 말했다』의 밧줄에 대한 은유적 해석 - 춤의 공간적 구조에 대한 분석을 중심으로. 니체연구, 12, 171–199.
이진우, 『인생에 한번은 차라투스트라』, 휴머니스트출판그룹, 2020
백승영. (2005). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『도덕의 계보』. 서울대학교 철학사상연구소.
백승영. (2006). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『우상의 황혼』. 서울대학교 철학사상연구소.
박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020.
박찬국, 『들뢰즈의『니체와 철학』읽기 』, 세창미디어, 2020.
김상환, 『니체 프로이트 맑스 이후 - 현대 프랑스철학의 쟁점 』, 창비, 2013.
진은영, 『니체, 영원회귀와 차이의 철학』, 그린비, 2007.
Friedrich Nietzsche. (2023). 니체, 사랑에 대하여 (울리히 베어 엮음, 최성희 번역). 세창출판사. (원서출판",,,,,,,,,,,1b428c26732446e1a1bda8870894f6b4,,낙타,5420170d0e46408785e4ac6d0d90a3da,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83a146c63a6044fa93e3aac5769e0ecb,,자유정신,872b883322bb4a9db79d9f8bfa8ce1bc,,,,,,,,
425,186,efd13b48351947dfbc356f94a9175d7b,0,착한 자들,0,집필완료,팡민,2023-09-10 23:16:04,2023-09-10 23:16:04,비유,★★★★,f053076c279347b3b50a69a4be0762ca,1,"세상의 질서에 대해 의심하고 거역하려는 의지조차 없는 존재다. 노예의식의 소유자이자 무리집단에 불과한 존재다. 

차라투스트라는 '착한 자'로 살아가느니 차라리 ""스스로를 파멸로 몰아가는"" 반동행위가 차라리 더 의미 있다고 여기며, 심지어는 창백한 범죄자의 광기(망상)가 진리이자 성실, 정의라고 불리기를 바란다는 극단적 발언까지 한다. 이는 창백한 범죄인을 옹호하려는 발언이 아니라, ""스스로를 파멸로 몰아갈"" 반동은 적어도 상승운동을 동반하는 하강의 파괴행위일 가능성이 있기 때문에 나온 발언인 것이다. 착한 자들은 이런 가능성 자체가 닫혀 있는 노예들이다.",90a232d206594945ad7bb06ebd9145d9,"﹤그대들이 말하는 착한 자들은 많은 점에서 내게 구역질을 일으킨다. 그러나 참으로 그들의 악은 그렇지 않다. 나는 저 창백한 범죄자처럼 그들도 자신을 파멸로 몰아갈 그런 망상을 지니기 바란다!

참으로 나는 바란다. 그들의 망상이 진리라고, 또는 성실이라고, 또는 정의라고 불리기를. 그러나 그들은 오래 살기 위해서, 그것도 가련한 안일 속에서나마 오래 살기 위해서 자신의 덕을 그대로 지니고 있는 것이다. 

나는 흐르는 강물 가에 있는 난간이다. 붙들 수 있는 자는 나를 붙들라! 그러나 나는 그대들의 지팡이는 아니다.﹥

- 1부 창백한 범죄자에 대하여 -",,"백승영. (2022). 니체는 이렇게 말했다 : 『차라투스트라는 이렇게 말했다』에 대한 철학적·문학적 해석. 세창출판사.
최상욱. (2015). 차라투스트라는 이렇게 말했다 메타포로 읽기. 서광사.
이상범 L. S. (2020). 니체의 철학적 메타포 ’춤(Tanz)’에 대한 텍스트 내재적 분석. 철학연구, 151–177.
강용수. (2007). 니체의 『차라투스트라는 이렇게 말했다』의 밧줄에 대한 은유적 해석 - 춤의 공간적 구조에 대한 분석을 중심으로. 니체연구, 12, 171–199.
이진우, 『인생에 한번은 차라투스트라』, 휴머니스트출판그룹, 2020
백승영. (2005). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『도덕의 계보』. 서울대학교 철학사상연구소.
백승영. (2006). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『우상의 황혼』. 서울대학교 철학사상연구소.
박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020.
박찬국, 『들뢰즈의『니체와 철학』읽기 』, 세창미디어, 2020.
김상환, 『니체 프로이트 맑스 이후 - 현대 프랑스철학의 쟁점 』, 창비, 2013.
진은영, 『니체, 영원회귀와 차이의 철학』, 그린비, 2007.
Friedrich Nietzsche. (2023). 니체, 사랑에 대하여 (울리히 베어 엮음, 최성희 번역). 세창출판사. (원서출판 2020).",,,,,,,,,,,917e0cf94a8f4cd1a6b65d46b6cb9f34,,창백한 범죄자,7bd28fdcaf924b46bbd7c84b27fbc3a4,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183cf6314b014889bc940d449386a9d5,,범죄자,a1ad869bc2034f94b40b30c0e7f88272,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87625a4a480a4cd880b10f9b3f8185fb,,행위 이후의 망상,6a4dbbbf2fda4b2697e2b20df95e3b92,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076e74e996ed48ffb8d80238c5b98fe4,,행위 이전의 망상,0017b4420d094982a996f50ebd96023f,,,,,,,,
